date,coin_id,coin_name,symbol,price_usd,market_cap_usd,volume_24h_usd,price_change_pct,scraped_at
2023-05-27,ripple,XRP,XRP,0.472216,24417347419.0,1052724019.0,,2026-03-21T11:50:45.348266+00:00
2023-05-26,ripple,XRP,XRP,0.469745,23556263619.0,821478867.0,,2026-03-21T11:50:45.348699+00:00
2023-05-25,ripple,XRP,XRP,0.454115,23595882622.0,1119381536.0,,2026-03-21T11:50:45.349131+00:00
2023-05-24,ripple,XRP,XRP,0.454365,24171255430.0,888439002.0,,2026-03-21T11:50:45.349565+00:00
2023-05-23,ripple,XRP,XRP,0.466039,23977031842.0,991756168.0,,2026-03-21T11:50:45.350002+00:00
2023-05-22,ripple,XRP,XRP,0.462352,23796873050.0,577572181.0,,2026-03-21T11:50:45.350436+00:00
2023-05-21,ripple,XRP,XRP,0.458641,24377025881.0,514027086.0,,2026-03-21T11:50:45.350872+00:00
2023-05-20,ripple,XRP,XRP,0.469594,24327746705.0,1203165079.0,,2026-03-21T11:50:45.351306+00:00
2023-05-19,ripple,XRP,XRP,0.468877,23918491004.0,1511866848.0,,2026-03-21T11:50:45.351744+00:00
2023-05-18,ripple,XRP,XRP,0.460764,23256361575.0,1641651715.0,,2026-03-21T11:50:45.352182+00:00
2023-05-17,ripple,XRP,XRP,0.448733,22818727048.0,1063961407.0,,2026-03-21T11:50:45.352620+00:00
2023-05-16,ripple,XRP,XRP,0.44081,22182629326.0,825806498.0,,2026-03-21T11:50:45.353061+00:00
2023-05-15,ripple,XRP,XRP,0.428405,22099560866.0,386393406.0,,2026-03-21T11:50:45.353492+00:00
2023-05-14,ripple,XRP,XRP,0.426351,22111880538.0,401383428.0,,2026-03-21T11:50:45.353928+00:00
2023-05-13,ripple,XRP,XRP,0.425562,22389881951.0,1316061803.0,,2026-03-21T11:50:45.354365+00:00
2023-05-12,ripple,XRP,XRP,0.431633,21920201048.0,994189730.0,,2026-03-21T11:50:45.354800+00:00
2023-05-11,ripple,XRP,XRP,0.422956,22424416872.0,1182617804.0,,2026-03-21T11:50:45.355243+00:00
2023-05-10,ripple,XRP,XRP,0.432245,22304188424.0,1042751746.0,,2026-03-21T11:50:45.355681+00:00
2023-05-09,ripple,XRP,XRP,0.430063,22244894416.0,1537388545.0,,2026-03-21T11:50:45.356118+00:00
2023-05-08,ripple,XRP,XRP,0.429675,23508258509.0,440022181.0,,2026-03-21T11:50:45.356557+00:00
2023-05-07,ripple,XRP,XRP,0.452959,23817157947.0,652294980.0,,2026-03-21T11:50:45.356993+00:00
2023-05-06,ripple,XRP,XRP,0.460065,24242740787.0,977081363.0,,2026-03-21T11:50:45.357429+00:00
2023-05-05,ripple,XRP,XRP,0.467826,23925163522.0,754621495.0,,2026-03-21T11:50:45.357862+00:00
2023-05-04,ripple,XRP,XRP,0.462304,23972787438.0,1102846442.0,,2026-03-21T11:50:45.358299+00:00
2023-05-03,ripple,XRP,XRP,0.463365,24075470305.0,969292690.0,,2026-03-21T11:50:45.358740+00:00
2023-05-02,ripple,XRP,XRP,0.465035,24061056587.0,1011865605.0,,2026-03-21T11:50:45.359177+00:00
2023-05-01,ripple,XRP,XRP,0.465231,24497798436.0,538719110.0,,2026-03-21T11:50:45.359621+00:00
2023-04-30,ripple,XRP,XRP,0.473067,24729043164.0,630278067.0,,2026-03-21T11:50:45.360060+00:00
2023-04-29,ripple,XRP,XRP,0.477759,24835475834.0,1253720407.0,,2026-03-21T11:50:45.360495+00:00
2023-04-28,ripple,XRP,XRP,0.480183,24162104799.0,1709074270.0,,2026-03-21T11:50:45.360930+00:00
2023-04-27,ripple,XRP,XRP,0.467124,23900530754.0,1735110890.0,,2026-03-21T11:50:45.361367+00:00
2023-04-26,ripple,XRP,XRP,0.461767,24328714397.0,1208296461.0,,2026-03-21T11:50:45.361803+00:00
2023-04-25,ripple,XRP,XRP,0.470112,23923037223.0,1371506902.0,,2026-03-21T11:50:45.362237+00:00
2023-04-24,ripple,XRP,XRP,0.461374,24043654913.0,764793256.0,,2026-03-21T11:50:45.362671+00:00
2023-04-23,ripple,XRP,XRP,0.465374,24522972209.0,962045941.0,,2026-03-21T11:50:45.363102+00:00
2023-04-22,ripple,XRP,XRP,0.474017,23247077611.0,1488791192.0,,2026-03-21T11:50:45.363538+00:00
2023-04-21,ripple,XRP,XRP,0.449778,24546014137.0,1557750803.0,,2026-03-21T11:50:45.363975+00:00
2023-04-20,ripple,XRP,XRP,0.474619,25418640034.0,2206782404.0,,2026-03-21T11:50:45.364410+00:00
2023-04-19,ripple,XRP,XRP,0.49094,27473961872.0,1197384612.0,,2026-03-21T11:50:45.364847+00:00
2023-04-18,ripple,XRP,XRP,0.531374,26426624699.0,1050565458.0,,2026-03-21T11:50:45.365286+00:00
2023-04-17,ripple,XRP,XRP,0.511424,26957282986.0,627790568.0,,2026-03-21T11:50:45.365725+00:00
2023-04-16,ripple,XRP,XRP,0.521175,26973876117.0,809065913.0,,2026-03-21T11:50:45.366155+00:00
2023-04-15,ripple,XRP,XRP,0.520806,27098938486.0,1686463892.0,,2026-03-21T11:50:45.366590+00:00
2023-04-14,ripple,XRP,XRP,0.523743,26594690669.0,1078337862.0,,2026-03-21T11:50:45.367023+00:00
2023-04-13,ripple,XRP,XRP,0.5139,26177625994.0,1295350693.0,,2026-03-21T11:50:45.367458+00:00
2023-04-12,ripple,XRP,XRP,0.505475,26750764717.0,1328973144.0,,2026-03-21T11:50:45.368081+00:00
2023-04-11,ripple,XRP,XRP,0.517487,26808568247.0,1057662396.0,,2026-03-21T11:50:45.368541+00:00
2023-04-10,ripple,XRP,XRP,0.518237,26153157422.0,706849513.0,,2026-03-21T11:50:45.368979+00:00
2023-04-09,ripple,XRP,XRP,0.505905,26189001074.0,752220124.0,,2026-03-21T11:50:45.369413+00:00
2023-04-08,ripple,XRP,XRP,0.506259,26596750375.0,1226161821.0,,2026-03-21T11:50:45.369847+00:00
2023-04-07,ripple,XRP,XRP,0.514189,26032005023.0,1224093380.0,,2026-03-21T11:50:45.370284+00:00
2023-04-06,ripple,XRP,XRP,0.503391,26178153841.0,1542944162.0,,2026-03-21T11:50:45.370721+00:00
2023-04-05,ripple,XRP,XRP,0.506489,26035551813.0,1359219754.0,,2026-03-21T11:50:45.371154+00:00
2023-04-04,ripple,XRP,XRP,0.504209,25757164809.0,1874356757.0,,2026-03-21T11:50:45.371596+00:00
2023-04-03,ripple,XRP,XRP,0.497623,26865238854.0,1622515475.0,,2026-03-21T11:50:45.372026+00:00
2023-04-02,ripple,XRP,XRP,0.520639,26419768893.0,1966596474.0,,2026-03-21T11:50:45.372465+00:00
2023-04-01,ripple,XRP,XRP,0.510864,27928271774.0,2114260332.0,,2026-03-21T11:50:45.372904+00:00
2023-03-31,ripple,XRP,XRP,0.538909,27787487719.0,3170922799.0,,2026-03-21T11:50:45.373342+00:00
2023-03-30,ripple,XRP,XRP,0.537231,28206497479.0,5031225482.0,,2026-03-21T11:50:45.373790+00:00
2023-03-29,ripple,XRP,XRP,0.545396,26697226442.0,4020187192.0,,2026-03-21T11:50:45.374223+00:00
2023-03-28,ripple,XRP,XRP,0.516813,24887269626.0,2674251775.0,,2026-03-21T11:50:45.374664+00:00
2023-03-27,ripple,XRP,XRP,0.480489,23017901905.0,1450602337.0,,2026-03-21T11:50:45.375097+00:00
2023-03-26,ripple,XRP,XRP,0.450798,22901966241.0,2226693786.0,,2026-03-21T11:50:45.375608+00:00
2023-03-25,ripple,XRP,XRP,0.44903,21860547089.0,1705300122.0,,2026-03-21T11:50:45.376122+00:00
2023-03-24,ripple,XRP,XRP,0.4268,22838007730.0,2294537470.0,,2026-03-21T11:50:45.376386+00:00
2023-03-23,ripple,XRP,XRP,0.44822,21687465410.0,4517426408.0,,2026-03-21T11:50:45.376653+00:00
2023-03-22,ripple,XRP,XRP,0.425218,23963597177.0,4548747517.0,,2026-03-21T11:50:45.376937+00:00
